"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_nuclear_fraction"
"1453","ENSG00000079335.20","CDC14A","protein_coding","chr1",100344001,"+",3,0.1060335,3.02528,2.6172575,0.5871835,6.883703
"1454","ENSG00000079337.16","RAPGEF3","protein_coding","chr12",47770041,"-",39,0,0.0306575,0.059094,0.0081215,0.080129
"1455","ENSG00000079385.22","CEACAM1","protein_coding","chr19",42560235,"-",6,0.3996655,7.990355,5.6781275,2.48216,12.7136075
"1456","ENSG00000079387.14","SENP1","protein_coding","chr12",48105080,"-",313,1.03951,11.325652,18.579259,5.637761,8.733049
"1457","ENSG00000079393.20","DUSP13","protein_coding","chr10",75108222,"-",137,0.138299,0.5840745,0.932709,0.563776,0.437877
"1458","ENSG00000079432.7","CIC","protein_coding","chr19",42267537,"+",237,0.4423345,3.545975,3.8739465,1.7621945,4.331539
"1459","ENSG00000079435.10","LIPE","protein_coding","chr19",42426389,"-",3,0.043659,0.3226525,0.139491,0.144822,0.7115875
"1460","ENSG00000079459.13","FDFT1","protein_coding","chr8",11794573,"+",4,7.213828,145.0378265,312.034126,33.7355535,102.282155
"1461","ENSG00000079462.7","PAFAH1B3","protein_coding","chr19",42302547,"-",251,4.0177885,25.2976905,41.438521,20.462049,8.8986855
"1462","ENSG00000079482.13","OPHN1","protein_coding","chrX",68432914,"-",159,0.0896505,3.591469,4.0460635,0.528636,9.4446295
"1463","ENSG00000079557.5","AFM","protein_coding","chr4",73480745,"+",33,0.0092115,1.041722,0.566221,0.0842285,2.0530935
"1464","ENSG00000079616.12","KIF22","protein_coding","chr16",29789719,"+",330,1.047424,47.950466,61.7408695,7.1685835,42.422709
"1465","ENSG00000079689.14","SCGN","protein_coding","chr6",25651201,"+",340,0.269673,14.1063735,34.797321,3.0058375,4.6495675
"1466","ENSG00000079691.18","CARMIL1","protein_coding","chr6",25278078,"+",243,0.032693,1.0817865,1.55397,0.244104,1.235264
"1467","ENSG00000079739.17","PGM1","protein_coding","chr1",63592411,"+",308,3.117739,46.873559,78.956163,29.412378,22.1389625
"1468","ENSG00000079785.15","DDX1","protein_coding","chr2",15590178,"+",372,0.8935,55.593313,149.367409,9.6696215,46.3128235
"1469","ENSG00000079805.16","DNM2","protein_coding","chr19",10717079,"+",251,2.7933685,25.898945,30.6897495,14.160204,41.3317695
"1470","ENSG00000079819.19","EPB41L2","protein_coding","chr6",131062323,"-",296,2.8227175,26.6952765,21.458811,9.3212845,77.0964125
"1471","ENSG00000079841.18","RIMS1","protein_coding","chr6",71885703,"+",16,0.002266,0.048575,0,0.02327,0.1318905
"1472","ENSG00000079931.15","MOXD1","protein_coding","chr6",132400476,"-",81,0,0.002651,0,0,0
"1473","ENSG00000079950.14","STX7","protein_coding","chr6",132512199,"-",297,0.577926,15.183397,25.69699,6.1581045,12.227322
"1474","ENSG00000079974.17","RABL2B","protein_coding","chr22",50782664,"-",259,0.9662605,6.174122,3.5027675,2.6672555,10.4401965
"1475","ENSG00000079999.14","KEAP1","protein_coding","chr19",10502559,"-",359,3.192679,28.1364645,38.8373315,25.088535,17.4965425
"1476","ENSG00000080007.8","DDX43","protein_coding","chr6",73393828,"+",3,0.006098,0.197809,0.14063,0.044406,0.6226965
"1477","ENSG00000080031.10","PTPRH","protein_coding","chr19",55208507,"-",244,0.602873,7.2121235,5.440699,2.594422,7.161909
"1478","ENSG00000080166.16","DCT","protein_coding","chr13",94478683,"-",1,0.0007915,0.010517,0,0,0.007752
"1479","ENSG00000080189.15","SLC35C2","protein_coding","chr20",46363459,"-",352,5.491089,26.8830975,28.4266975,33.5147415,24.078234
"1480","ENSG00000080200.10","CRYBG3","protein_coding","chr3",97821011,"+",296,0.159233,6.7868795,6.255639,0.502746,10.3982115
"1481","ENSG00000080224.17","EPHA6","protein_coding","chr3",96813581,"+",129,0,0.006857,0,0,0
"1482","ENSG00000080293.9","SCTR","protein_coding","chr2",119524302,"-",12,0.0381675,2.674602,0.4116855,0.356537,5.2492775
"1483","ENSG00000080298.15","RFX3","protein_coding","chr9",3525005,"-",335,0.4075805,2.2047925,2.683933,1.130056,7.1017345
"1484","ENSG00000080345.18","RIF1","protein_coding","chr2",151408883,"+",344,0.624246,38.0317735,74.083203,4.682552,52.1734475
"1485","ENSG00000080371.6","RAB21","protein_coding","chr12",71753863,"+",262,0.519046,30.2355935,39.7629125,6.725329,18.220448
"1486","ENSG00000080493.17","SLC4A4","protein_coding","chr4",71061667,"+",0,0,0.004301,0.0137585,0,0.009833
"1487","ENSG00000080503.24","SMARCA2","protein_coding","chr9",1979290,"+",10,2.653694,23.6667215,23.4654925,9.5353355,59.454189
"1488","ENSG00000080511.5","RDH8","protein_coding","chr19",10012249,"+",2,0,0.46924,0.055546,0.1321775,1.243982
"1489","ENSG00000080546.13","SESN1","protein_coding","chr6",109093820,"-",309,0.2951025,23.092668,39.96295,4.7238745,16.6479585
"1490","ENSG00000080561.13","MID2","protein_coding","chrX",107824755,"+",52,0.0057365,0.0348025,0.023508,0.040261,0.028008
"1491","ENSG00000080572.12","PIH1D3","protein_coding","chrX",107205632,"+",115,0.011475,0.545517,0.171371,0.080588,0.76721
"1492","ENSG00000080573.7","COL5A3","protein_coding","chr19",10009505,"-",64,0.0005295,0.00606,0.0027375,0,0.0057455
"1493","ENSG00000080603.17","SRCAP","protein_coding","chr16",30697209,"+",339,1.228028,6.5214295,21.6748065,2.975215,12.129274
"1494","ENSG00000080608.10","PUM3","protein_coding","chr9",2843096,"-",314,1.0795255,32.1430625,46.3468535,6.4648345,37.4547145
"1495","ENSG00000080618.16","CPB2","protein_coding","chr13",46104034,"-",139,0.905286,63.684807,60.930812,10.190806,43.557905
"1496","ENSG00000080644.16","CHRNA3","protein_coding","chr15",78620296,"-",38,0.007613,0.299305,0.2617495,0.066873,0.4514375
"1497","ENSG00000080709.15","KCNN2","protein_coding","chr5",114054545,"+",23,0.03168,0.215021,0.1229965,0.142453,0.4394875
"1498","ENSG00000080802.18","CNOT4","protein_coding","chr7",135509128,"-",276,0.237216,5.2942505,8.8437955,2.136502,12.769399
"1499","ENSG00000080815.19","PSEN1","protein_coding","chr14",73135418,"+",239,2.4712605,13.3049915,13.9967835,4.831328,11.603044
"1500","ENSG00000080819.9","CPOX","protein_coding","chr3",98592649,"-",309,0.315337,27.628047,36.374648,5.026421,17.1192735
"1501","ENSG00000080822.17","CLDND1","protein_coding","chr3",98522067,"-",281,1.1722365,28.400372,22.101808,10.1130035,32.9343425
"1502","ENSG00000080823.23","MOK","protein_coding","chr14",102304191,"-",210,0.635528,9.1600495,7.8201985,5.2414795,16.2787775
"1503","ENSG00000080824.18","HSP90AA1","protein_coding","chr14",102138700,"-",250,3.231986,238.9079675,860.4416075,30.731174,146.9732955
"1504","ENSG00000080839.12","RBL1","protein_coding","chr20",37094998,"-",380,2.0465715,13.9467095,19.4059265,4.527795,14.4176085
"1505","ENSG00000080845.17","DLGAP4","protein_coding","chr20",36305336,"+",45,2.486901,6.553528,8.0537825,13.8827765,6.855443
"1506","ENSG00000080854.15","IGSF9B","protein_coding","chr11",133955986,"-",9,0.006196,0.006769,0,0.0203435,0.0022285
"1507","ENSG00000080910.13","CFHR2","protein_coding","chr1",196942738,"+",1,0.084176,1.0819395,0.39197,0.3504305,1.860123
"1508","ENSG00000080986.13","NDC80","protein_coding","chr18",2570557,"+",284,0.329306,19.1859365,30.5710045,3.118896,22.1035255
"1509","ENSG00000081014.11","AP4E1","protein_coding","chr15",50907672,"+",337,0.4270385,5.6787355,10.25132,1.891806,6.6173255
"1510","ENSG00000081019.13","RSBN1","protein_coding","chr1",113811477,"-",313,0.082337,6.0063215,11.465469,1.1267885,6.4505625
"1511","ENSG00000081026.19","MAGI3","protein_coding","chr1",113389515,"+",253,0.1527995,5.81197,7.538017,1.419539,8.774698
"1512","ENSG00000081041.9","CXCL2","protein_coding","chr4",74098197,"-",180,0.0939195,0.7188865,0.359622,0.3900485,1.1856525
"1513","ENSG00000081051.8","AFP","protein_coding","chr4",73430138,"+",127,25.9840985,3070.4839115,2193.274935,272.177276,1970.257366
"1514","ENSG00000081052.12","COL4A4","protein_coding","chr2",227163454,"-",38,0,0.010894,0.0076,0.0015015,0.151778
"1515","ENSG00000081059.20","TCF7","protein_coding","chr5",134113681,"+",180,0.520196,5.289228,5.080255,4.421643,9.373279
"1516","ENSG00000081087.15","OSTM1","protein_coding","chr6",108164855,"-",11,0.5811605,16.456031,12.7175245,3.1155415,20.3508175
"1517","ENSG00000081138.14","CDH7","protein_coding","chr18",65749252,"+",3,0.0141775,0.22951,0.051982,0.040403,0.371797
"1518","ENSG00000081148.12","IMPG2","protein_coding","chr3",101319576,"-",0,0.005808,0.057649,0.0326045,0.027796,0.185424
"1519","ENSG00000081154.12","PCNP","protein_coding","chr3",101573180,"+",329,0.923024,43.5746855,89.0049345,23.3671925,31.99007
"1520","ENSG00000081177.18","EXD2","protein_coding","chr14",69190511,"+",311,0.243225,7.189314,5.983412,1.539452,6.3735045
"1521","ENSG00000081181.8","ARG2","protein_coding","chr14",67618920,"+",251,0.405791,19.709609,43.333455,3.7827795,8.12505
"1522","ENSG00000081189.15","MEF2C","protein_coding","chr5",88903258,"-",0,0,0.0176475,0,0,0.1213475
"1523","ENSG00000081237.20","PTPRC","protein_coding","chr1",198637457,"+",0,0.021443,0.126632,0.04238,0.1209685,0.420621
"1524","ENSG00000081248.11","CACNA1S","protein_coding","chr1",201111452,"-",1,0,0.000944,0,0,0
"1525","ENSG00000081277.12","PKP1","protein_coding","chr1",201282452,"+",21,0,0,0,0,0
"1526","ENSG00000081307.12","UBA5","protein_coding","chr3",132653446,"+",0,0.2276875,37.65623,45.164964,4.22582,42.6562655
"1527","ENSG00000081320.11","STK17B","protein_coding","chr2",196175504,"-",1,0.0484985,3.731653,5.3737735,0.728037,3.5146515
"1528","ENSG00000081377.17","CDC14B","protein_coding","chr9",96618844,"-",232,5.759689,19.884732,26.865,25.1401135,19.147186
"1529","ENSG00000081386.12","ZNF510","protein_coding","chr9",96777130,"-",176,0.254299,3.417656,6.136042,1.4041115,4.589646
"1530","ENSG00000081479.15","LRP2","protein_coding","chr2",169361535,"-",161,0.00473,0.022908,0.024573,0.014212,0.0351025
"1531","ENSG00000081665.14","ZNF506","protein_coding","chr19",19820752,"-",5,0.868308,6.330579,1.8513115,2.872996,19.9132035
"1532","ENSG00000081692.12","JMJD4","protein_coding","chr1",227734412,"-",356,1.6012575,13.5489975,16.5797145,7.4506335,9.367345
"1533","ENSG00000081721.12","DUSP12","protein_coding","chr1",161748758,"+",309,1.2399005,19.458486,32.742708,9.7264805,12.313168
"1534","ENSG00000081760.17","AACS","protein_coding","chr12",125064434,"+",239,1.0971205,21.959515,19.882334,9.0397875,29.6556005
"1535","ENSG00000081791.9","DELE1","protein_coding","chr5",141922855,"+",297,0.703412,29.192616,34.4436005,8.1442105,31.6357855
"1536","ENSG00000081800.9","SLC13A1","protein_coding","chr7",123198973,"-",0,0,0,0,0,0
"1537","ENSG00000081803.16","CADPS2","protein_coding","chr7",122885760,"-",308,0.245801,16.520611,38.3174995,2.598475,13.554912
"1538","ENSG00000081818.4","PCDHB4","protein_coding","chr5",141120818,"+",2,0,0.0587935,0.0580065,0.002402,0.142653
"1539","ENSG00000081842.18","PCDHA6","protein_coding","chr5",140826958,"+",1,0.000864,0.06597,0.023229,0.00324,0.1493145
"1540","ENSG00000081853.15","PCDHGA2","protein_coding","chr5",141337760,"+",7,0,0.0150205,0,0.0060835,0.02329
"1541","ENSG00000081870.11","HSPB11","protein_coding","chr1",53944930,"-",251,1.3985455,35.443886,51.2672765,9.710484,21.9080345
"1542","ENSG00000081913.14","PHLPP1","protein_coding","chr18",62714541,"+",309,0.770725,12.4866945,16.4090265,3.191389,21.93936
"1543","ENSG00000081923.14","ATP8B1","protein_coding","chr18",57802316,"-",192,0.072084,3.075255,2.4749465,0.8651915,5.013069
"1544","ENSG00000081985.11","IL12RB2","protein_coding","chr1",67306364,"+",0,0.009417,0.1148855,0.008653,0.023645,0.2905345
"1545","ENSG00000082014.16","SMARCD3","protein_coding","chr7",151276897,"-",40,0.102681,1.788052,0.5439685,0.3496565,2.4739995
"1546","ENSG00000082068.9","WDR70","protein_coding","chr5",37378285,"+",273,0.300345,10.8866235,25.5199655,3.5018805,11.8965215
"1547","ENSG00000082074.18","FYB1","protein_coding","chr5",39273529,"-",0,0,0,0,0.007147,0
"1548","ENSG00000082126.18","MPP4","protein_coding","chr2",201697695,"-",0,0.028249,0.158021,0.0200375,0.0445145,0.4803075
"1549","ENSG00000082146.13","STRADB","protein_coding","chr2",201386858,"+",0,5.5607295,34.6354235,47.836175,63.995871,20.5468875
"1550","ENSG00000082153.18","BZW1","protein_coding","chr2",200809594,"+",297,2.1296875,224.198897,505.6903295,44.0857255,109.4345505
"1551","ENSG00000082175.15","PGR","protein_coding","chr11",101128814,"-",3,0,0.0007015,0,0,0.003222
"1552","ENSG00000082196.20","C1QTNF3","protein_coding","chr5",34042833,"-",2,0.036269,1.568068,1.218917,0.4369995,3.1729465
"1553","ENSG00000082212.13","ME2","protein_coding","chr18",50878080,"+",260,0.508287,10.548605,20.4013705,5.0841065,6.3738625
"1554","ENSG00000082213.18","C5orf22","protein_coding","chr5",31531287,"+",267,0.2017745,13.1090615,25.753717,3.3258355,14.3602305
"1555","ENSG00000082258.13","CCNT2","protein_coding","chr2",134917235,"+",320,0.6726345,23.8994365,23.9821465,3.476345,51.147201
"1556","ENSG00000082269.16","FAM135A","protein_coding","chr6",70411941,"+",279,1.0130285,16.554894,25.9061975,7.432513,21.10811
"1557","ENSG00000082293.13","COL19A1","protein_coding","chr6",69865556,"+",139,0.0016195,0.2765555,0.090958,0.0050585,0.997875
"1558","ENSG00000082397.17","EPB41L3","protein_coding","chr18",5629701,"-",21,0,0.0090975,0.0050435,0,0.0255335
"1559","ENSG00000082438.17","COBLL1","protein_coding","chr2",164842680,"-",62,2.797964,66.2716665,62.8019235,24.403724,171.915397
"1560","ENSG00000082458.12","DLG3","protein_coding","chrX",70443835,"+",4,0.6560565,5.959547,16.858294,5.195935,4.215601
"1561","ENSG00000082482.13","KCNK2","protein_coding","chr1",215004775,"+",0,0.0010955,0.0216165,0,0,0.0940605
"1562","ENSG00000082497.12","SERTAD4","protein_coding","chr1",210231796,"+",0,0,0,0,0,0
"1563","ENSG00000082512.15","TRAF5","protein_coding","chr1",211325615,"+",96,0.014043,0.3689335,0.2616375,0.088456,0.6883705
"1564","ENSG00000082515.18","MRPL22","protein_coding","chr5",154940073,"+",225,4.341288,32.361042,70.504819,15.016819,10.336331
"1565","ENSG00000082516.9","GEMIN5","protein_coding","chr5",154937212,"-",302,0.277074,12.2680945,31.7737565,1.8803965,7.7216065
"1566","ENSG00000082556.12","OPRK1","protein_coding","chr8",53250698,"-",4,0.0009715,0.0215095,0.017454,0.0037835,0.1076875
"1567","ENSG00000082641.16","NFE2L1","protein_coding","chr17",48047329,"+",365,0.502152,34.3557305,33.4486395,6.992225,27.1286605
"1568","ENSG00000082684.16","SEMA5B","protein_coding","chr3",123027606,"-",132,0.0068515,0.1580725,0.044898,0.0338055,0.299359
"1569","ENSG00000082701.15","GSK3B","protein_coding","chr3",120093418,"-",326,2.4148875,16.474254,25.357277,9.077779,19.902117
"1570","ENSG00000082781.12","ITGB5","protein_coding","chr3",124900419,"-",174,1.846143,33.846899,32.578222,18.7359925,27.916186
"1571","ENSG00000082805.20","ERC1","protein_coding","chr12",989509,"+",357,6.784513,13.3792695,10.743071,12.718288,29.429886
"1572","ENSG00000082898.17","XPO1","protein_coding","chr2",61537627,"-",298,7.5788455,140.380123,233.0975055,32.04528,135.290897
"1573","ENSG00000082929.8","LINC01587","lncRNA","chr4",5523569,"+",0,0,0,0,0,0
"1574","ENSG00000082996.19","RNF13","protein_coding","chr3",149811708,"+",286,9.9357035,23.966226,20.41323,17.4960675,24.4493975
"1575","ENSG00000083067.22","TRPM3","protein_coding","chr9",71445905,"-",191,0.0096895,0.1725245,0.0524015,0.0495785,0.3706735
"1576","ENSG00000083093.9","PALB2","protein_coding","chr16",23640311,"-",390,0.917046,20.218298,36.1023465,9.7319385,16.680596
"1577","ENSG00000083097.14","DOP1A","protein_coding","chr6",83066666,"+",332,0.1019535,8.602375,13.5832545,1.0780545,14.1720175
"1578","ENSG00000083099.11","LYRM2","protein_coding","chr6",89637750,"-",236,0.3602925,19.5140115,35.336559,4.672136,7.9126775
"1579","ENSG00000083123.15","BCKDHB","protein_coding","chr6",80105647,"+",275,0.300088,9.2710805,14.467665,1.3887385,17.426987
"1580","ENSG00000083168.11","KAT6A","protein_coding","chr8",42050995,"-",375,1.0787125,10.6853,17.717768,4.8241985,17.6049495
"1581","ENSG00000083223.18","TUT7","protein_coding","chr9",86353455,"-",328,0.2728015,8.7622075,11.815224,1.2703725,16.836926
"1582","ENSG00000083290.20","ULK2","protein_coding","chr17",19866937,"-",145,0.2664375,1.4198095,0.452751,0.4205515,2.807315
"1583","ENSG00000083307.12","GRHL2","protein_coding","chr8",101491439,"+",2,0.0066805,0.239156,0.0917795,0.0338545,0.956877
"1584","ENSG00000083312.17","TNPO1","protein_coding","chr5",72815312,"+",294,1.4014985,68.671481,148.9367925,11.5307475,64.928633
"1585","ENSG00000083444.17","PLOD1","protein_coding","chr1",11933205,"+",303,0.87376,24.5333005,14.4099735,6.1170845,23.9992615
"1586","ENSG00000083454.22","P2RX5","protein_coding","chr17",3695241,"-",121,0.045271,0.3585035,0.340189,0.1882655,0.253075
"1587","ENSG00000083457.12","ITGAE","protein_coding","chr17",3800189,"-",93,4.695907,23.9599125,39.0758335,30.2190285,8.8108565
"1588","ENSG00000083520.15","DIS3","protein_coding","chr13",72781097,"-",279,0.226717,16.9965125,34.175254,2.055012,12.893189
"1589","ENSG00000083535.16","PIBF1","protein_coding","chr13",72781133,"+",279,0.1289305,8.8927435,13.7547535,1.115135,18.517778
"1590","ENSG00000083544.14","TDRD3","protein_coding","chr13",60395457,"+",310,2.408727,6.4084015,8.3321925,5.275868,9.809485
"1591","ENSG00000083622.8","AC000061.1","lncRNA","chr7",117646416,"-",0,0,0,0,0,0
"1592","ENSG00000083635.8","NUFIP1","protein_coding","chr13",44988472,"-",288,0.188737,5.9225355,9.882508,1.56728,3.3139555
"1593","ENSG00000083642.19","PDS5B","protein_coding","chr13",32585452,"+",276,0.717197,12.214449,29.596983,3.0622285,24.7240335
"1594","ENSG00000083720.13","OXCT1","protein_coding","chr5",41869426,"-",67,0.8707685,2.073848,2.3203675,0.279268,2.236076
"1595","ENSG00000083750.12","RRAGB","protein_coding","chrX",55716739,"+",176,0.098322,6.905851,7.5832585,1.128962,9.5544335
"1596","ENSG00000083782.8","EPYC","protein_coding","chr12",91004027,"-",0,0,0,0,0,0
"1597","ENSG00000083799.17","CYLD","protein_coding","chr16",50741050,"+",225,0.2896045,7.569535,11.044933,3.926567,7.7858685
"1598","ENSG00000083807.10","SLC27A5","protein_coding","chr19",58511414,"-",230,3.9524575,17.486729,29.1445065,21.0712185,10.4001175
"1599","ENSG00000083812.12","ZNF324","protein_coding","chr19",58466045,"+",237,0.095481,2.6975875,3.8029465,0.860255,2.352685
"1600","ENSG00000083814.13","ZNF671","protein_coding","chr19",57726625,"-",2,0.011445,0.143439,0.2779335,0.0557295,0.6275765
"1601","ENSG00000083817.9","ZNF416","protein_coding","chr19",57577912,"-",240,0.07655,2.1152725,3.9085935,1.163344,1.6245195
"1602","ENSG00000083828.16","ZNF586","protein_coding","chr19",57768655,"+",7,0.480938,4.0291185,2.04052,2.222634,7.0010665
"1603","ENSG00000083838.16","ZNF446","protein_coding","chr19",58473017,"+",24,0.08174,2.959134,2.407596,0.823386,3.3186255
"1604","ENSG00000083844.10","ZNF264","protein_coding","chr19",57190500,"+",257,0.236455,7.4183245,17.787953,2.283409,10.099826
"1605","ENSG00000083845.9","RPS5","protein_coding","chr19",58385400,"+",337,155.72414,648.359657,1263.04574,957.062664,231.31414
"1606","ENSG00000083857.14","FAT1","protein_coding","chr4",186725723,"-",336,10.2439665,82.99262,111.0721655,131.265396,78.8124055
"1607","ENSG00000083896.12","YTHDC1","protein_coding","chr4",68349090,"-",0,0.1879875,30.5350355,38.804133,3.6097655,40.438319
"1608","ENSG00000083937.9","CHMP2B","protein_coding","chr3",87226271,"+",262,0.24569,18.8000765,39.9068195,3.8257655,7.2465145
"1609","ENSG00000084070.12","SMAP2","protein_coding","chr1",40343850,"+",19,0.2892235,7.970463,12.606434,2.4541215,6.6877065
